strategy,ticker,fiscal_quarter_end,entry_date_T,exit_date,entry_price,exit_price,size_pct,gross_return_pct,net_return_pct,gross_pnl_usd,net_pnl_usd,cum_growth_factor,running_max,drawdown_pct
8,MTDR,2021-03-31,2021-04-14,2021-04-30,24.9,26.31,0.1,0.05662650602409639,0.05362650602409639,5662.650602409639,5362.650602409639,1.0536265060240964,1.0536265060240964,0.0
8,OVV,2021-03-31,2021-04-15,2021-05-01,24.21,24.94,0.1,0.030152829409335002,0.027152829409335003,3015.2829409335004,2715.2829409335004,1.0822354468033224,1.0822354468033224,0.0
8,SM,2021-03-31,2021-04-15,2021-05-01,17.42,16.52,0.1,-0.05166475315729059,-0.05466475315729059,-5166.475315729059,-5466.475315729059,1.0230753132457486,1.0822354468033224,-0.05466475315729064
8,MTDR,2021-06-30,2021-07-13,2021-07-29,35.54,30.9,0.1,-0.13055711873944853,-0.13355711873944853,-13055.711873944852,-13355.711873944852,0.8864363221551876,1.0822354468033224,-0.1809210049684483
8,OVV,2021-06-30,2021-07-13,2021-07-29,30.11,26.07,0.1,-0.13417469279309197,-0.13717469279309197,-13417.469279309196,-13717.469279309196,0.7648396919829116,1.0822354468033224,-0.2932779144851758
8,SM,2021-06-30,2021-07-15,2021-07-31,20.42,18.72,0.1,-0.08325171400587672,-0.08625171400587672,-8325.171400587673,-8625.171400587673,0.6988709576096587,1.0822354468033224,-0.35423390568663715
8,MTDR,2021-09-30,2021-10-12,2021-10-28,42.39,42.32,0.1,-0.001651332861523951,-0.004651332861523951,-165.1332861523951,-465.1332861523951,0.6956202761585641,1.0822354468033224,-0.35723757874197487
8,SM,2021-09-30,2021-10-14,2021-10-30,29.37,36.64,0.1,0.24753149472250593,0.24453149472250593,24753.149472250592,24453.149472250592,0.8657213420469002,1.0822354468033224,-0.20006192312029297
8,DVN,2021-09-30,2021-10-19,2021-11-04,40.3,42.36,0.1,0.05111662531017376,0.04811662531017376,5111.662531017376,4811.662531017376,0.9073769314851916,1.0822354468033224,-0.1615716024037312
8,DVN,2021-12-31,2022-02-01,2022-02-17,52.56,55.25,0.1,0.051179604261796,0.048179604261795995,5117.960426179599,4817.960426179599,0.9510939929604308,1.0822354468033224,-0.12117645400569128
8,MTDR,2021-12-31,2022-02-08,2022-02-24,41.99,46.59,0.1,0.10954989283162661,0.10654989283162661,10954.98928316266,10654.98928316266,1.0524329559831687,1.0822354468033224,-0.02753789936208754
8,SM,2021-12-31,2022-02-10,2022-02-26,35.1,35.51,0.1,0.011680911680911583,0.008680911680911584,1168.0911680911584,868.0911680911584,1.0615690335241394,1.0822354468033224,-0.019096041753415893
8,MTDR,2022-03-31,2022-04-12,2022-04-28,56.01,50.47,0.1,-0.09891090876629172,-0.10191090876629172,-9891.090876629172,-10191.090876629172,0.9533835685995404,1.0822354468033224,-0.11906085555077792
8,SM,2022-03-31,2022-04-14,2022-04-30,41.35,34.58,0.1,-0.16372430471584046,-0.1667243047158405,-16372.430471584046,-16672.430471584048,0.7944313559972753,1.0822354468033224,-0.2659348219060418
8,DVN,2022-03-31,2022-04-18,2022-05-04,63.54,67.74,0.1,0.06610009442870626,0.06310009442870626,6610.009442870626,6310.009442870626,0.8445600495778286,1.0822354468033224,-0.21961523985148787
8,OVV,2022-03-31,2022-04-26,2022-05-12,49.73,42.4,0.1,-0.14739593806555396,-0.15039593806555396,-14739.593806555395,-15039.593806555395,0.7175416486688803,1.0822354468033224,-0.3369819379060857
8,OXY,2022-03-31,2022-04-26,2022-05-12,54.82,59.22,0.1,0.08026267785479749,0.07726267785479748,8026.267785479748,7726.267785479748,0.7729808379173843,1.0822354468033224,-0.2857553869626115
8,DVN,2022-06-30,2022-07-18,2022-08-03,54.62,56.7,0.1,0.03808128890516305,0.035081288905163044,3808.1288905163046,3508.1288905163046,0.8000980020105191,1.0822354468033224,-0.26069876534369046
8,OXY,2022-06-30,2022-07-19,2022-08-04,62.82,57.46,0.1,-0.08532314549506526,-0.08832314549506526,-8532.314549506526,-8832.314549506526,0.7294308297686329,1.0822354468033224,-0.3259961758569211
8,OVV,2022-06-30,2022-07-20,2022-08-05,46.58,47.82,0.1,0.026620867325032247,0.023620867325032244,2662.0867325032245,2362.0867325032245,0.746660618621386,1.0822354468033224,-0.3100756209502731
8,SM,2022-06-30,2022-07-20,2022-08-05,36.58,38.1,0.1,0.04155276107162392,0.03855276107162393,4155.276107162393,3855.2761071623927,0.7754464470526872,1.0822354468033224,-0.28347713120728046
8,DVN,2022-09-30,2022-10-18,2022-11-03,69.77,70.73,0.1,0.01375949548516566,0.01075949548516566,1375.949548516566,1075.949548516566,0.7837898595987384,1.0822354468033224,-0.2757677066354872
8,SM,2022-09-30,2022-10-20,2022-11-05,42.85,48.38,0.1,0.12905484247374566,0.12605484247374565,12905.484247374565,12605.484247374565,0.8825903668829767,1.0822354468033224,-0.1844747189810239
8,CTRA,2022-09-30,2022-10-20,2022-11-05,29.69,29.51,0.1,-0.006062647356012116,-0.009062647356012116,-606.2647356012116,-906.2647356012116,0.8745917616281028,1.0822354468033224,-0.19186553701281162
8,OXY,2022-09-30,2022-10-25,2022-11-10,71.09,70.48,0.1,-0.008580672387114916,-0.011580672387114915,-858.0672387114915,-1158.0672387114914,0.864463400964218,1.0822354468033224,-0.20122427747340332
8,DVN,2022-12-31,2023-01-31,2023-02-16,63.24,55.72,0.1,-0.11891208096141687,-0.12191208096141687,-11891.208096141687,-12191.208096141687,0.7590748688376865,1.0822354468033224,-0.29860468802808005
8,MTDR,2022-12-31,2023-02-07,2023-02-23,63.92,54.1,0.1,-0.15362953692115144,-0.15662953692115145,-15362.953692115145,-15662.953692115145,0.6401813236431558,1.0822354468033224,-0.40846391094090845
8,OXY,2022-12-31,2023-02-13,2023-03-01,64.76,59.71,0.1,-0.07798023471278573,-0.08098023471278573,-7798.023471278573,-8098.023471278573,0.5883392897957912,1.0822354468033224,-0.45636664227399704
8,OVV,2022-12-31,2023-02-13,2023-03-01,48.38,45.21,0.1,-0.0655229433650269,-0.0685229433650269,-6552.2943365026895,-6852.2943365026895,0.548024549961694,1.0822354468033224,-0.4936180000567954
8,FANG,2023-03-31,2023-04-17,2023-05-03,144.60001,128.78,0.1,-0.10940531746851191,-0.11240531746851191,-10940.531746851191,-11240.531746851191,0.48642367644271145,1.0822354468033224,-0.5505380295207513
8,EOG,2023-03-31,2023-04-20,2023-05-06,118.26,114.36,0.1,-0.03297818366311522,-0.03597818366311521,-3297.8183663115215,-3597.8183663115215,0.46892303607356783,1.0822354468033224,-0.5667088548442393
8,PR,2023-03-31,2023-04-24,2023-05-10,10.61,9.48,0.1,-0.10650329877474073,-0.10950329877474073,-10650.329877474072,-10950.329877474072,0.41757441675204543,1.0822354468033224,-0.6141556645686802
8,OXY,2023-03-31,2023-04-25,2023-05-11,61.33,57.93,0.1,-0.055437795532365865,-0.05843779553236586,-5543.779553236586,-5843.779553236586,0.3931722883663425,1.0822354468033224,-0.6367035569499372
8,MTDR,2023-06-30,2023-07-11,2023-07-27,53.84,53.24,0.1,-0.011144130757800918,-0.014144130757800917,-1114.4130757800917,-1414.4130757800917,0.38761120810934513,1.0822354468033224,-0.6418420693442812
