ticker,fiscal_quarter_end,decision_date_T,decision,conviction_tier,final_size_pct,low_quality_flag,run_id,n_newly_active,n_continuously_active,n_idle,absolute_active,share_active,relative_activity_delta,drilling_signal_raw,drilling_signal_clipped,alpha,revenue_forecast_usd,consensus_median_usd,consensus_dispersion_usd,n_analysts_at_T_minus_14,forecast_divergence_pct,divergence_class,agent3_confidence,actual_revenue_usd,actual_surprise_pct,actual_revenue_beat,forecast_direction,actual_direction,revenue_direction_correct,entry_price,exit_price,gross_return_pct,net_return_pct,net_pnl_usd,trade_win,error
OXY,2020-06-30,2020-07-27,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,2,23,2,0.08,-2.5,-0.5555555555555556,-0.5555555555555556,0.1,3627611111.111111,3841000000.0,1286504759.1952498,14,-5.56,modest_miss,medium,2928000000.0,-23.769851601145536,False,miss,miss,True,,,,,,,
SM,2020-06-30,2020-07-16,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-9.5,-1.0,-1.0,0.1,323820000.0,359800000.0,80566507.37762295,21,-10.0,modest_miss,medium,169541000.0,-52.879099499722074,False,miss,miss,True,,,,,,,
DVN,2020-09-30,2020-10-15,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,1,0,24,1,0.04,-2.5,-0.7142857142857143,-0.7142857142857143,0.1,658171428.5714285,708800000.0,306540952.657589,18,-7.14,modest_miss,medium,1067000000.0,50.536117381489845,True,miss,beat,False,,,,,,,
EOG,2020-09-30,2020-10-22,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,2,23,2,0.08,-0.5,-0.2,-0.2,0.1,1992447800.0,2033110000.0,728383818.668644,19,-2.0,in_line,medium,2298160000.0,13.036677799036944,True,in_line,beat,,,,,,,,
FANG,2020-09-30,2020-10-19,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-4.0,-1.0,-1.0,0.1,640530000.0,711700000.0,187306208.50955084,25,-10.0,modest_miss,medium,720000000.0,1.1662217226359421,True,miss,beat,False,,,,,,,
MTDR,2020-09-30,2020-10-13,long,medium,0.1,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,9,2,14,11,0.44,4.5,0.6923076923076923,0.6923076923076923,0.1,203921553.8461539,190718000.00000003,44741906.701985404,16,6.92,modest_beat,medium,203386000.0,6.642267641229442,True,beat,beat,True,8.77,6.91,-0.21208665906499424,-0.21508665906499425,-21508.665906499424,False,
OVV,2020-09-30,2020-10-14,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,3,22,3,0.12,-7.0,-0.7,-0.7,0.1,1287306000.0,1384200000.0,139752771.4630773,9,-7.0,modest_miss,medium,1190000000.0,-14.029764484901024,False,miss,miss,True,,,,,,,
OXY,2020-09-30,2020-10-26,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-5.0,-1.0,-1.0,0.1,3789000000.0,4210000000.0,666380740.7706776,13,-10.0,modest_miss,medium,4108000000.0,-2.4228028503562946,False,miss,miss,True,,,,,,,
SM,2020-09-30,2020-10-15,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-5.0,-1.0,-1.0,0.1,305100000.0,339000000.0,68561155.412586,19,-10.0,modest_miss,medium,281015000.0,-17.1047197640118,False,miss,miss,True,,,,,,,
DVN,2020-12-31,2021-02-02,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,2,23,2,0.08,1.5,0.0,0.0,0.1,761630000.0,761630000.0,257104228.50520632,17,0.0,in_line,medium,1280000000.0,68.06060685634758,True,in_line,beat,,,,,,,,
EOG,2020-12-31,2021-02-11,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,8,17,8,0.32,5.75,2.5555555555555554,1.0,0.1,2554200000.0,2322000000.0,383054405.1072322,18,10.0,modest_beat,medium,2952945000.0,27.17248062015504,True,beat,beat,True,,,,,,,
FANG,2020-12-31,2021-02-08,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,2,0,23,2,0.08,0.0,0.0,0.0,0.1,758000000.0,758000000.0,156855068.38130903,23,0.0,in_line,medium,769000000.0,1.4511873350923483,True,in_line,beat,,,,,,,,
MTDR,2020-12-31,2021-02-09,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,3,22,3,0.12,-4.5,-0.6,-0.6,0.1,223281020.0,237533000.0,28342824.825513486,13,-6.0,modest_miss,medium,224235000.0,-5.5983800145663976,False,miss,miss,True,,,,,,,
OVV,2020-12-31,2021-02-03,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-7.666666666666667,-1.0,-1.0,0.1,1357554600.0,1508394000.0,139454125.168259,9,-10.0,modest_miss,medium,1528000000.0,1.29979302489933,True,miss,beat,False,,,,,,,
OXY,2020-12-31,2021-02-08,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-4.75,-1.0,-1.0,0.1,3861630000.0,4290700000.0,564383723.926908,14,-10.0,modest_miss,medium,4160000000.0,-3.046123010231431,False,miss,miss,True,,,,,,,
SM,2020-12-31,2021-02-03,no_trade,none,0.0,False,2026-05-05-strategy1-2020Q1_2020Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-3.5,-1.0,-1.0,0.1,321300000.0,357000000.0,67128233.10813855,17,-10.0,modest_miss,medium,320292000.0,-10.28235294117647,False,miss,miss,True,,,,,,,
DVN,2021-03-31,2021-04-20,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-1.0,0.0,0.0,0.1,1611040500.0,1611040500.0,431229803.7958348,18,0.0,in_line,medium,2050000000.0,27.246956237288884,True,in_line,beat,,,,,,,,
EOG,2021-03-31,2021-04-22,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,0,0,25,0,0.0,-3.75,-1.0,-1.0,0.1,2865538800.0,3183932000.0,535998585.20866567,17,-10.0,modest_miss,medium,3671000000.0,15.297688518473384,True,miss,beat,False,,,,,,,
FANG,2021-03-31,2021-04-19,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,0,6,19,6,0.24,3.5,1.4,1.0,0.1,1080459600.0,982236000.0,137992221.32433188,19,10.0,modest_beat,medium,1184000000.0,20.54129557458696,True,beat,beat,True,77.67,83.12,0.07016866228917218,0.06716866228917218,6716.866228917218,True,
MTDR,2021-03-31,2021-04-14,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,1,0,24,1,0.04,-6.75,-0.8709677419354839,-0.8709677419354839,0.1,227298296.77419353,248984000.0,23512396.34320585,11,-8.71,modest_miss,medium,266845000.00000003,7.173553320695318,True,miss,beat,False,,,,,,,
OVV,2021-03-31,2021-04-15,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,7,12,6,19,0.76,13.25,2.3043478260869565,1.0,0.1,1709202000.0000005,1553820000.0000002,168442192.45141426,8,10.0,modest_beat,medium,1838000000.0,18.289119717856618,True,beat,beat,True,24.21,24.94,0.030152829409335002,0.027152829409335003,2715.2829409335004,True,
OXY,2021-03-31,2021-04-26,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,0,3,22,3,0.12,0.5,0.2,0.2,0.1,4924702290.0,4828139500.0,511169452.4041991,14,2.0,in_line,medium,5293000000.0,9.628149725168463,True,in_line,beat,,,,,,,,
SM,2021-03-31,2021-04-15,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,2,5,18,7,0.28,4.75,2.111111111111111,1.0,0.1,374088000.0000001,340080000.00000006,21391280.250822548,14,10.0,modest_beat,medium,443846000.0,30.51223241590212,True,beat,beat,True,17.42,16.52,-0.05166475315729059,-0.05466475315729059,-5466.475315729059,False,
DVN,2021-06-30,2021-07-20,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,1,4,20,5,0.2,4.25,0.0,0.0,0.1,1818358500.0,1818358500.0,339318986.61060464,18,0.0,in_line,medium,2417000000.0,32.92208329655566,True,in_line,beat,,,,,,,,
EOG,2021-06-30,2021-07-21,no_trade,none,0.0,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,1,0,24,1,0.04,-1.5,-0.6,-0.6,0.1,3074700989.9999995,3270958499.9999995,569461411.1741786,18,-6.0,modest_miss,medium,4065000000.0,24.2754990624308,True,miss,beat,False,,,,,,,
FANG,2021-06-30,2021-07-19,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,4,3,18,7,0.28,5.0,2.5,1.0,0.1,1420886500.0000005,1291715000.0000002,191507648.7725989,22,10.0,modest_beat,medium,1681000000.0,30.137065838826654,True,beat,beat,True,73.19,76.42,0.044131711982511326,0.041131711982511324,4113.171198251132,True,
MTDR,2021-06-30,2021-07-13,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,6,6,13,12,0.48,5.25,0.7777777777777778,0.7777777777777778,0.1,358900000.0,333000000.0,30146729.612143546,13,7.78,modest_beat,medium,357427000.0,7.335435435435435,True,beat,beat,True,35.54,30.9,-0.13055711873944853,-0.13355711873944853,-13355.711873944852,False,
OVV,2021-06-30,2021-07-13,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,14,8,3,22,0.88,15.25,2.259259259259259,1.0,0.1,1640100000.0000002,1491000000.0,249837956.98084208,9,10.0,modest_beat,medium,1692000000.0,13.480885311871226,True,beat,beat,True,30.11,26.07,-0.13417469279309197,-0.13717469279309197,-13717.469279309196,False,
OXY,2021-06-30,2021-07-20,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,3,6,16,9,0.36,7.75,6.2,1.0,0.1,6024297400.000001,5476634000.0,732397947.8893776,14,10.0,modest_beat,medium,5958000000.0,8.789449870120954,True,beat,beat,True,25.37,26.19,0.0323216397319669,0.029321639731966904,2932.16397319669,True,
SM,2021-06-30,2021-07-15,long,medium,0.1,False,2026-05-05-strategy1-2021Q1_2021Q4-target-realsar-v2_5_fix,4,9,12,13,0.52,11.25,6.428571428571429,1.0,0.1,390500000.00000006,355000000.0,54673342.48250718,15,10.0,modest_beat,medium,563849000.0,58.830704225352115,True,beat,beat,True,20.42,18.72,-0.08325171400587672,-0.08625171400587672,-8625.171400587673,False,
