strategy,ticker,fiscal_quarter_end,entry_date_T,exit_date,entry_price,exit_price,size_pct,gross_return_pct,net_return_pct,gross_pnl_usd,net_pnl_usd,cum_growth_factor,running_max,drawdown_pct
5,MTDR,2021-03-31,2021-04-14,2021-04-30,24.9,26.31,0.1,0.05662650602409639,0.05362650602409639,5662.650602409639,5362.650602409639,1.0536265060240964,1.0536265060240964,0.0
5,OVV,2021-03-31,2021-04-15,2021-05-01,24.21,24.94,0.1,0.030152829409335002,0.027152829409335003,3015.2829409335004,2715.2829409335004,1.0822354468033224,1.0822354468033224,0.0
5,SM,2021-03-31,2021-04-15,2021-05-01,17.42,16.52,0.1,-0.05166475315729059,-0.05466475315729059,-5166.475315729059,-5466.475315729059,1.0230753132457486,1.0822354468033224,-0.05466475315729064
5,FANG,2021-03-31,2021-04-19,2021-05-05,77.67,83.12,0.1,0.07016866228917218,0.06716866228917218,7016.866228917218,6716.866228917218,1.0917939134575412,1.0917939134575412,0.0
5,DVN,2021-03-31,2021-04-20,2021-05-06,20.97,25.27,0.1,0.20505484024797335,0.20205484024797338,20505.484024797337,20205.484024797337,1.3123961582249144,1.3123961582249144,0.0
5,EOG,2021-03-31,2021-04-22,2021-05-08,68.35,84.55,0.1,0.23701536210680327,0.23401536210680327,23701.536210680326,23401.536210680326,1.6195170204194953,1.6195170204194953,0.0
5,OXY,2021-03-31,2021-04-26,2021-05-12,24.9,25.12,0.1,0.008835341365461945,0.005835341365461945,883.5341365461945,583.5341365461945,1.6289674550808189,1.6289674550808189,0.0
5,DVN,2021-12-31,2022-02-01,2022-02-17,52.56,55.25,0.1,0.051179604261796,0.048179604261795995,5117.960426179599,4817.960426179599,1.7074504624219575,1.7074504624219575,0.0
5,FANG,2021-12-31,2022-02-08,2022-02-24,124.37,127.89,0.1,0.028302645332475646,0.025302645332475646,2830.2645332475645,2530.2645332475645,1.7506534758953918,1.7506534758953918,0.0
5,MTDR,2021-12-31,2022-02-08,2022-02-24,41.99,46.59,0.1,0.10954989283162661,0.10654989283162661,10954.98928316266,10654.98928316266,1.9371854161373605,1.9371854161373605,0.0
5,CTRA,2021-12-31,2022-02-09,2022-02-25,22.73,22.71,0.1,-0.0008798944126704607,-0.003879894412670461,-87.98944126704608,-387.98944126704606,1.9296693412649826,1.9371854161373605,-0.0038798944126704014
5,OXY,2021-12-31,2022-02-09,2022-02-25,40.3,38.74,0.1,-0.03870967741935472,-0.04170967741935472,-3870.967741935472,-4170.967741935472,1.8491834555148015,1.9371854161373605,-0.04542774268765147
5,SM,2021-12-31,2022-02-10,2022-02-26,35.1,35.51,0.1,0.011680911680911583,0.008680911680911584,1168.0911680911584,868.0911680911584,1.8652360537739285,1.9371854161373605,-0.03714118522887447
5,EOG,2021-12-31,2022-02-10,2022-02-26,112.66,114.92,0.1,0.020060358601100704,0.017060358601100705,2006.0358601100704,1706.0358601100704,1.8970576497270137,1.9371854161373605,-0.020714468566648252
5,OVV,2021-12-31,2022-02-10,2022-02-26,41.13,45.85,0.1,0.11475808412351078,0.11175808412351078,11475.808412351078,11175.808412351078,2.109069178132355,2.109069178132355,0.0
5,MTDR,2022-03-31,2022-04-12,2022-04-28,56.01,50.47,0.1,-0.09891090876629172,-0.10191090876629172,-9891.090876629172,-10191.090876629172,1.8941320215379107,2.109069178132355,-0.10191090876629169
5,SM,2022-03-31,2022-04-14,2022-04-30,41.35,34.58,0.1,-0.16372430471584046,-0.1667243047158405,-16372.430471584046,-16672.430471584048,1.5783341772069932,2.109069178132355,-0.25164418807511274
5,CTRA,2022-03-31,2022-04-18,2022-05-04,30.77,32.77,0.1,0.0649983750406241,0.061998375040624096,6499.83750406241,6199.83750406241,1.6761883314649073,2.109069178132355,-0.20524734378356277
5,DVN,2022-03-31,2022-04-18,2022-05-04,63.54,67.74,0.1,0.06610009442870626,0.06310009442870626,6610.009442870626,6310.009442870626,1.7819559734606387,2.109069178132355,-0.15509837612884037
5,FANG,2022-03-31,2022-04-18,2022-05-04,140.0,142.49001,0.1,0.017785785714285803,0.014785785714285803,1778.5785714285803,1478.5785714285803,1.8083035926365194,2.109069178132355,-0.14260584176862925
5,EOG,2022-03-31,2022-04-21,2022-05-07,119.49,117.94,0.1,-0.012971796803079732,-0.015971796803079735,-1297.1796803079733,-1597.1796803079733,1.77942173509665,2.109069178132355,-0.15629996704404828
5,OXY,2022-03-31,2022-04-26,2022-05-12,54.82,59.22,0.1,0.08026267785479749,0.07726267785479748,8026.267785479748,7726.267785479748,1.9169046233832474,2.109069178132355,-0.09111344319169043
5,OVV,2022-03-31,2022-04-26,2022-05-12,49.73,42.4,0.1,-0.14739593806555396,-0.15039593806555396,-14739.593806555395,-15039.593806555395,1.6286099543673265,2.109069178132355,-0.22780628949804754
5,CRGY,2022-03-31,2022-04-26,2022-05-12,15.97,15.75,0.1,-0.013775829680651261,-0.01677582968065126,-1377.5829680651261,-1677.5829680651261,1.601288671156647,2.109069178132355,-0.24076047966589845
5,DVN,2022-12-31,2023-01-31,2023-02-16,63.24,55.72,0.1,-0.11891208096141687,-0.12191208096141687,-11891.208096141687,-12191.208096141687,1.4060722370359982,2.109069178132355,-0.33332094953797675
5,FANG,2022-12-31,2023-02-07,2023-02-23,143.56,141.60001,0.1,-0.013652758428531657,-0.016652758428531658,-1365.2758428531658,-1665.2758428531658,1.3826572557395727,2.109069178132355,-0.3444229947146837
5,MTDR,2022-12-31,2023-02-07,2023-02-23,63.92,54.1,0.1,-0.15362953692115144,-0.15662953692115145,-15362.953692115145,-15662.953692115145,1.1660922900524133,2.109069178132355,-0.447105717468678
5,CTRA,2022-12-31,2023-02-08,2023-02-24,24.15,25.56,0.1,0.05838509316770187,0.05538509316770187,5838.509316770187,5538.509316770187,1.230676420179105,2.109069178132355,-0.41648361611879114
5,PR,2022-12-31,2023-02-08,2023-02-24,10.39,11.0,0.1,0.0587102983638113,0.0557102983638113,5871.02983638113,5571.02983638113,1.29923777073659,2.109069178132355,-0.38397574427259673
5,SM,2022-12-31,2023-02-08,2023-02-24,32.53,29.85,0.1,-0.0823854903166308,-0.0853854903166308,-8238.54903166308,-8538.54903166308,1.18830171664436,2.109069178132355,-0.43657527739481866
5,EOG,2022-12-31,2023-02-09,2023-02-25,127.16,114.75,0.1,-0.09759358288770051,-0.10059358288770051,-9759.35828877005,-10059.35828877005,1.0687661894154987,2.109069178132355,-0.4932521889291826
5,OXY,2022-12-31,2023-02-13,2023-03-01,64.76,59.71,0.1,-0.07798023471278573,-0.08098023471278573,-7798.023471278573,-8098.023471278573,0.9822172525435421,2.109069178132355,-0.5342887456098878
5,OVV,2022-12-31,2023-02-13,2023-03-01,48.38,45.21,0.1,-0.0655229433650269,-0.0685229433650269,-6552.2943365026895,-6852.2943365026895,0.9149128353753486,2.109069178132355,-0.5662006515189171
5,CRGY,2022-12-31,2023-02-21,2023-03-09,10.93,11.28,0.1,0.03202195791399814,0.02902195791399814,3202.195791399814,2902.195791399814,0.9414653971785887,2.109069178132355,-0.5536109450841793
5,MTDR,2023-03-31,2023-04-11,2023-04-27,52.31,47.52,0.1,-0.09156948958134198,-0.09456948958134198,-9156.948958134199,-9456.948958134199,0.8524314951089141,2.109069178132355,-0.5958257301622661
5,SM,2023-03-31,2023-04-13,2023-04-29,30.96,28.04,0.1,-0.09431524547803623,-0.09731524547803623,-9431.524547803623,-9731.524547803623,0.7694769149091807,2.109069178132355,-0.6351580484474312
5,FANG,2023-03-31,2023-04-17,2023-05-03,144.60001,128.78,0.1,-0.10940531746851191,-0.11240531746851191,-10940.531746851191,-11240.531746851191,0.6829836180041231,2.109069178132355,-0.6761682238375292
5,EOG,2023-03-31,2023-04-20,2023-05-06,118.26,114.36,0.1,-0.03297818366311522,-0.03597818366311521,-3297.8183663115215,-3597.8183663115215,0.6584111079566718,2.109069178132355,-0.6878191029562555
5,CTRA,2023-03-31,2023-04-20,2023-05-06,25.56,24.86,0.1,-0.027386541471048485,-0.030386541471048484,-2738.6541471048486,-3038.6541471048486,0.6384042715197474,2.109069178132355,-0.6973052007307442
5,PR,2023-03-31,2023-04-24,2023-05-10,10.61,9.48,0.1,-0.10650329877474073,-0.10950329877474073,-10650.329877474072,-10950.329877474072,0.5684968978364499,2.109069178132355,-0.7304512797726858
5,DVN,2023-03-31,2023-04-24,2023-05-10,54.47,48.11,0.1,-0.11676152010280888,-0.11976152010280888,-11676.152010280888,-11976.152010280888,0.5004128451778254,2.109069178132355,-0.7627328442488757
5,OXY,2023-03-31,2023-04-25,2023-05-11,61.33,57.93,0.1,-0.055437795532365865,-0.05843779553236586,-5543.779553236586,-5843.779553236586,0.4711698216495542,2.109069178132355,-0.7765982137832058
5,CRGY,2023-03-31,2023-04-26,2023-05-12,11.14,10.0,0.1,-0.10233393177737886,-0.10533393177737886,-10233.393177737886,-10533.393177737886,0.4215396518003603,2.109069178132355,-0.8001300022915102
5,OVV,2023-03-31,2023-05-01,2023-05-17,35.95,33.11,0.1,-0.07899860917941594,-0.08199860917941594,-7899.8609179415935,-8199.860917941594,0.3869739866387555,2.109069178132355,-0.8165190641202994
5,OXY,2023-12-31,2024-01-31,2024-02-16,57.57,60.52,0.1,0.0512419663018934,0.048241966301893396,5124.19663018934,4824.19663018934,0.4056423726618917,2.109069178132355,-0.807667582994551
5,MTDR,2023-12-31,2024-02-06,2024-02-22,53.74,60.69,0.1,0.12932638630442864,0.12632638630442863,12932.638630442863,12632.638630442863,0.4568857077322228,2.109069178132355,-0.7833709237850562
5,FANG,2023-12-31,2024-02-06,2024-02-22,151.99001,176.73,0.1,0.16277379019844776,0.15977379019844776,16277.379019844777,15977.379019844777,0.5298840689441003,2.109069178132355,-0.7487592752110063
5,SM,2023-12-31,2024-02-07,2024-02-23,36.45,41.42,0.1,0.13635116598079558,0.13335116598079558,13635.116598079558,13335.116598079558,0.6005447273724444,2.109069178132355,-0.7152560316185338
5,EOG,2023-12-31,2024-02-08,2024-02-24,113.06,112.05,0.1,-0.008933309747037016,-0.011933309747037015,-893.3309747037016,-1193.3309747037015,0.5933782411237591,2.109069178132355,-0.7186539695918303
5,CTRA,2023-12-31,2024-02-08,2024-02-24,24.5,25.92,0.1,0.05795918367346946,0.05495918367346946,5795.918367346946,5495.918367346946,0.6259898248655201,2.109069178132355,-0.7031914214308261
