strategy,ticker,fiscal_quarter_end,entry_date_T,exit_date,entry_price,exit_price,size_pct,gross_return_pct,net_return_pct,gross_pnl_usd,net_pnl_usd,cum_growth_factor,running_max,drawdown_pct
3,MTDR,2021-03-31,2021-04-14,2021-04-30,24.9,26.31,0.1,0.05662650602409639,0.05362650602409639,5662.650602409639,5362.650602409639,1.0536265060240964,1.0536265060240964,0.0
3,FANG,2021-03-31,2021-04-19,2021-05-05,77.67,83.12,0.1,0.07016866228917218,0.06716866228917218,7016.866228917218,6716.866228917218,1.1243971889861493,1.1243971889861493,0.0
3,DVN,2021-03-31,2021-04-20,2021-05-06,20.97,25.27,0.1,0.20505484024797335,0.20205484024797338,20505.484024797337,20205.484024797337,1.351587083382016,1.351587083382016,0.0
3,EOG,2021-03-31,2021-04-22,2021-05-08,68.35,84.55,0.1,0.23701536210680327,0.23401536210680327,23701.536210680326,23401.536210680326,1.6678792241185367,1.6678792241185367,0.0
3,OXY,2021-03-31,2021-04-26,2021-05-12,24.9,25.12,0.1,0.008835341365461945,0.005835341365461945,883.5341365461945,583.5341365461945,1.6776118687476302,1.6776118687476302,0.0
3,MTDR,2021-06-30,2021-07-13,2021-07-29,35.54,30.9,0.1,-0.13055711873944853,-0.13355711873944853,-13055.711873944852,-13355.711873944852,1.4535548611945948,1.6776118687476302,-0.1335571187394486
3,OVV,2021-06-30,2021-07-13,2021-07-29,30.11,26.07,0.1,-0.13417469279309197,-0.13717469279309197,-13417.469279309196,-13717.469279309196,1.2541639196523209,1.6776118687476302,-0.2524111547991261
3,SM,2021-06-30,2021-07-15,2021-07-31,20.42,18.72,0.1,-0.08325171400587672,-0.08625171400587672,-8325.171400587673,-8625.171400587673,1.1459901319379795,1.6776118687476302,-0.3168919740693756
3,FANG,2021-06-30,2021-07-19,2021-08-04,73.19,76.42,0.1,0.044131711982511326,0.041131711982511324,4413.171198251132,4113.171198251132,1.1931266679796528,1.6776118687476302,-0.2887945714938551
3,OXY,2021-06-30,2021-07-20,2021-08-05,25.37,26.19,0.1,0.0323216397319669,0.029321639731966904,3232.16397319669,2932.16397319669,1.2281110982927543,1.6776118687476302,-0.26794086214377877
3,EOG,2021-06-30,2021-07-21,2021-08-06,74.19,70.93,0.1,-0.04394123197196376,-0.04694123197196375,-4394.123197196375,-4694.123197196375,1.170462050340451,1.6776118687476302,-0.30230461995108343
3,MTDR,2021-09-30,2021-10-12,2021-10-28,42.39,42.32,0.1,-0.001651332861523951,-0.004651332861523951,-165.1332861523951,-465.1332861523951,1.1650178417425359,1.6776118687476302,-0.30554983339963837
3,SM,2021-09-30,2021-10-14,2021-10-30,29.37,36.64,0.1,0.24753149472250593,0.24453149472250593,24753.149472250592,24453.149472250592,1.449901395962226,1.6776118687476302,-0.13573489615055867
