ticker,fiscal_quarter_end,earnings_date_actual,decision_date_T,source,provenance_caveat
CTRA,2024-09-30,2024-10-31,2024-10-17,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
CTRA,2024-12-31,2025-02-24,2025-02-10,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
CTRA,2025-03-31,2025-05-05,2025-04-21,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
CTRA,2025-06-30,2025-08-04,2025-07-21,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
CTRA,2025-09-30,2025-11-03,2025-10-20,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2018-12-31,2019-02-19,2019-02-05,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2019-03-31,2019-04-30,2019-04-16,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2019-06-30,2019-08-06,2019-07-23,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2019-09-30,2019-11-05,2019-10-22,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2019-12-31,2020-02-18,2020-02-04,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2020-03-31,2020-05-05,2020-04-21,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2020-06-30,2020-08-04,2020-07-21,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2020-09-30,2020-10-29,2020-10-15,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2020-12-31,2021-02-16,2021-02-02,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2021-03-31,2021-05-04,2021-04-20,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2021-06-30,2021-08-03,2021-07-20,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2021-09-30,2021-11-02,2021-10-19,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2021-12-31,2022-02-15,2022-02-01,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2022-03-31,2022-05-02,2022-04-18,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2022-06-30,2022-08-01,2022-07-18,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2022-09-30,2022-11-01,2022-10-18,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2022-12-31,2023-02-14,2023-01-31,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
DVN,2023-03-31,2023-05-08,2023-04-24,IBES ANNDATS_ACT,Date is ex-post-finalized announcement timestamp from IBES; used identically for 2019-2025 cells
