ticker,date,adj_close,ret
OXY,2025-06-20,44.9120,0.006174
OXY,2025-06-23,43.2584,-0.036818
OXY,2025-06-24,41.8116,-0.033447
OXY,2025-06-25,41.7525,-0.001413
OXY,2025-06-26,42.4809,0.017445
OXY,2025-06-27,41.9297,-0.012975
OXY,2025-06-30,41.3489,-0.013850
OXY,2025-07-01,42.1856,0.020233
OXY,2025-07-02,43.2387,0.024965
OXY,2025-07-03,43.1108,-0.002959
OXY,2025-07-07,42.6679,-0.010274
OXY,2025-07-08,45.0301,0.055363
OXY,2025-07-09,44.8529,-0.003935
OXY,2025-07-10,45.1285,0.006144
OXY,2025-07-11,45.5813,0.010033
OXY,2025-07-14,44.3608,-0.026776
OXY,2025-07-15,42.0182,-0.052807
OXY,2025-07-16,41.9592,-0.001405
OXY,2025-07-17,42.8647,0.021581
OXY,2025-07-18,42.9336,0.001607
OXY,2025-07-21,42.3234,-0.014214
OXY,2025-07-22,42.8746,0.013023
OXY,2025-07-23,43.7407,0.020202
OXY,2025-07-24,43.9277,0.004275
OXY,2025-07-25,44.0065,0.001792
OXY,2025-07-28,44.8332,0.018788
OXY,2025-07-29,44.7447,-0.001976
OXY,2025-07-30,43.7112,-0.023097
OXY,2025-07-31,43.2486,-0.010583
OXY,2025-08-01,42.7269,-0.012062
OXY,2025-08-04,42.1856,-0.012670
OXY,2025-08-05,42.4021,0.005133
OXY,2025-08-06,41.8706,-0.012535
OXY,2025-08-07,42.9041,0.024683
OXY,2025-08-08,43.6226,0.016747
OXY,2025-08-11,43.0222,-0.013764
OXY,2025-08-12,43.4553,0.010066
